seccion,distrito,rango_edad,sexo,nacionalidad,formacion,total
11,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
11,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
11,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
11,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,3
11,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
11,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
11,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
12,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
12,2,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
12,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
12,2,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
12,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
12,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
12,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
12,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,3
12,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
12,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,2
12,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
12,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
12,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
12,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
12,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
12,2,30 - 34,Hombre,Extranjero,Diplomados,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
12,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
12,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,2
12,2,30 - 34,Mujer,Extranjero,Sin Estudios,1
12,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
12,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
12,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
12,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
12,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
13,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,3
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
13,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,3
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,"Arquitecto, Ingeniero Tec",1
13,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,3
13,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
13,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
13,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
13,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
13,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
13,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
13,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
13,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,2
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,3
13,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
13,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
13,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
13,2,30 - 34,Mujer,Extranjero,Diplomados,1
13,2,30 - 34,Mujer,Extranjero,"Arquitecto, Ingeniero Tec",1
14,2,30 - 34,Mujer,Extranjero,Sin Estudios,1
14,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,3
14,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Mujer,Extranjero,Diplomados,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Hombre,Extranjero,Sin Estudios,1
14,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
14,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
14,2,30 - 34,Hombre,Extranjero,Diplomados,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
14,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
14,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
14,2,30 - 34,Mujer,Extranjero,Diplomados,1
14,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Mujer,Extranjero,Estudios superiores no Un,1
14,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
14,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,3
14,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
14,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
14,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
14,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
14,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
14,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
14,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
14,2,30 - 34,Mujer,Extranjero,"Arquitecto, Ingeniero Tec",1
14,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
15,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
15,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
15,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
15,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
15,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
15,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
15,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
15,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
15,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
15,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
15,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
15,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
15,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
15,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
15,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
15,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
15,2,30 - 34,Hombre,Extranjero,Sin Estudios,1
16,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Hombre,Extranjero,Sin Estudios,2
16,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Mujer,Extranjero,Diplomados,1
16,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
16,2,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
16,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
16,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
16,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
16,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
16,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
16,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
16,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
16,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
16,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Mujer,Extranjero,Diplomados,1
16,2,30 - 34,Mujer,Extranjero,Diplomados,1
16,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
16,2,30 - 34,Hombre,Extranjero,Diplomados,1
16,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
16,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
17,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
17,2,30 - 34,Hombre,Extranjero,Diplomados,1
17,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
17,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
17,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Hombre,Extranjero,Sin Estudios,2
18,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
18,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
18,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
18,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
18,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
18,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
18,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
18,2,30 - 34,Hombre,Extranjero,Sin Estudios,1
18,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
18,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Mujer,Extranjero,Sin Estudios,1
18,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
18,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
18,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
18,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
19,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
19,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
19,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
19,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
19,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
19,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
19,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
19,2,30 - 34,Hombre,Extranjero,Diplomados,1
19,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
19,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
19,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
19,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
19,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
19,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,2
19,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
19,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
19,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
19,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
19,2,30 - 34,Hombre,Extranjero,Estudios superiores no Un,1
19,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
19,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
20,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
20,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
20,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
20,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
20,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
20,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
20,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
20,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
20,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
20,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
20,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
20,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
20,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
20,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
20,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
20,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
20,2,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
20,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
20,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
20,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
20,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
20,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
21,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
21,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
21,2,30 - 34,Hombre,Extranjero,Diplomados,1
21,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
21,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
21,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
21,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
21,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
21,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
21,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
21,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
21,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
21,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
21,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
21,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
21,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
21,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
21,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
21,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
21,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
21,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
21,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
21,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
21,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
21,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
21,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
21,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
21,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
21,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
22,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
22,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
22,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
22,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
22,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
22,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
22,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
22,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",5
1,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
1,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
1,3,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
1,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
1,3,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
1,3,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
1,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
1,3,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
1,3,30 - 34,Mujer,Extranjero,FP1 Grado Medio,2
1,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",3
1,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
1,3,30 - 34,Hombre,Extranjero,"Arquitecto, Ingeniero Tec",1
1,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
1,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
1,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
1,3,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
1,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
1,3,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
1,3,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
1,3,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,2
1,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
2,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
2,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
2,3,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
2,3,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
2,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
2,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
2,3,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
2,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
2,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
2,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
2,3,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
2,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
2,3,30 - 34,Hombre,Extranjero,FP1 Grado Medio,2
2,3,30 - 34,Hombre,Extranjero,"Arquitecto, Ingeniero Tec",1
2,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,4
2,3,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
2,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
2,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
2,3,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
2,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
2,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
2,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
2,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
2,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
3,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
3,3,30 - 34,Mujer,Extranjero,"Arquitecto, Ingeniero Tec",1
3,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,3,30 - 34,Hombre,Extranjero,"Arquitecto, Ingeniero Tec",1
3,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
3,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,3,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,5
3,3,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,3
3,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
3,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
3,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,3,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
3,3,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
3,3,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
3,3,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,3,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,3,30 - 34,Hombre,Extranjero,Diplomados,1
3,3,30 - 34,Mujer,Extranjero,"Arquitecto, Ingeniero Tec",1
